SetID,Time of Application,State,Monthly Net Income,Paycheck Net Income,Rent or Own,Months at Residence,Bank Account Months,Pay Cycle,Loan Amount,Loan Funded Date,Loan Due Date,First Payment Default,First Payment Default1,Time_Diff
1885,2018-02-05T13:38:00Z,CA,6.00E+03,3.00E+03,R,48,9,BiWeekly,235.3,2/5/2018,2/15/2018,FALSE,0,10
244,2018-04-03T18:59:23Z,CA,2500,2500,R,85,30,Monthly,300,4/3/2018,5/1/2018,FALSE,0,28
571,2018-03-25T11:46:58Z,CA,4500,2250,R,120,30,BiMonthly,235.3,3/25/2018,4/2/2018,FALSE,0,8
355,2018-04-01T00:49:25Z,CA,1.00E+03,1.00E+03,R,48,6,Monthly,117.65,4/1/2018,5/1/2018,TRUE,1,30
924,2018-03-13T12:24:53Z,CA,2348,1174,R,42,36,BiWeekly,300,3/13/2018,3/23/2018,FALSE,0,10
1497,2018-02-20T10:46:47Z,CA,6.00E+03,3.00E+03,R,60,36,BiWeekly,235.3,2/20/2018,3/5/2018,FALSE,0,13
307,2018-04-02T14:27:20Z,CA,3.00E+03,1500,R,120,30,BiWeekly,235.3,4/2/2018,4/20/2018,FALSE,0,18
1213,2018-03-01T13:51:35Z,TX,12400,6200,R,60,36,BiWeekly,641.09,3/1/2018,3/9/2018,TRUE,1,8
1999,2018-01-31T14:52:00Z,CA,3064,3064,O,311,36,Monthly,300,1/31/2018,2/28/2018,FALSE,0,28
649,2018-03-22T15:02:37Z,TX,3500,1750,R,36,36,BiWeekly,641.09,3/22/2018,3/30/2018,FALSE,0,8
265,2018-04-03T12:04:07Z,TX,2500,2500,R,12,6,Monthly,644.1,4/3/2018,5/3/2018,FALSE,0,30
43,2018-04-09T11:41:21Z,TX,3.00E+03,1500,R,36,6,BiWeekly,384.65,4/9/2018,4/17/2018,FALSE,0,8
1248,2018-02-28T12:37:56Z,TX,8.00E+03,4.00E+03,R,24,24,BiMonthly,642.19,2/28/2018,3/16/2018,FALSE,0,16
1439,2018-02-21T17:34:51Z,TX,6500,6500,R,36,30,Monthly,644.24,2/21/2018,3/24/2018,FALSE,0,31
1240,2018-02-28T15:38:51Z,CA,1500,1500,R,108,6,Monthly,117.65,2/28/2018,3/31/2018,FALSE,0,31
1748,2018-02-12T10:53:00Z,TX,11200,5600,R,36,6,BiWeekly,642.05,2/12/2018,2/27/2018,FALSE,0,15
1098,2018-03-05T18:47:54Z,CA,2346,1173,R,192,36,BiWeekly,300,3/5/2018,3/16/2018,FALSE,0,11
901,2018-03-13T23:59:48Z,CA,1790,895,R,61,36,BiMonthly,300,3/14/2018,3/30/2018,FALSE,0,16
1387,2018-02-23T14:24:03Z,CA,9400,4700,R,184,36,BiWeekly,300,2/23/2018,3/9/2018,FALSE,0,14
999,2018-03-09T16:05:58Z,TX,6.00E+03,3.00E+03,R,120,30,BiWeekly,385.23,3/13/2018,3/28/2018,TRUE,1,15
1649,2018-02-13T17:12:00Z,CA,4500,4500,R,12,6,Monthly,117.65,2/13/2018,2/23/2018,FALSE,0,10
827,2018-03-16T12:21:27Z,TX,3400,3400,R,60,60,Monthly,257.69,3/16/2018,4/16/2018,FALSE,0,31
1573,2018-02-15T14:09:33Z,CA,1.30E+04,6500,R,36,18,BiWeekly,235.3,2/15/2018,2/23/2018,FALSE,0,8
78,2018-04-08T12:29:57Z,CA,2500,1250,R,12,6,BiWeekly,117.65,4/8/2018,4/20/2018,FALSE,0,12
1890,2018-02-05T12:43:00Z,CA,3.00E+03,3.00E+03,O,180,30,Monthly,300,2/5/2018,3/8/2018,TRUE,1,31
1378,2018-02-23T17:22:33Z,CA,2200,1100,O,182,12,BiMonthly,300,2/24/2018,3/9/2018,TRUE,1,13
391,2018-03-30T11:03:57Z,CA,3.00E+03,1500,R,36,36,BiWeekly,117.65,3/30/2018,4/20/2018,FALSE,0,21
1867,2018-02-05T16:20:00Z,CA,2084,1042,R,6,6,BiWeekly,300,2/5/2018,2/16/2018,FALSE,0,11
1500,2018-02-20T08:23:24Z,TX,8.00E+03,4.00E+03,R,170,142,BiWeekly,642.32,2/20/2018,3/9/2018,TRUE,1,17
940,2018-03-12T17:54:02Z,CA,5028,5028,R,73,12,Monthly,300,3/12/2018,3/30/2018,FALSE,0,18
471,2018-03-27T19:57:58Z,CA,980,490,R,54,36,BiMonthly,205.89,3/28/2018,4/10/2018,TRUE,1,13
99,2018-04-07T14:24:06Z,CA,1092,546,R,134,36,BiWeekly,300,4/7/2018,4/20/2018,TRUE,1,13
847,2018-03-15T13:28:57Z,CA,1.00E+03,1.00E+03,R,12,6,Monthly,117.65,3/15/2018,3/30/2018,TRUE,1,15
501,2018-03-27T11:06:26Z,TX,4500,2250,R,121,31,BiWeekly,642.19,3/27/2018,4/12/2018,FALSE,0,16
1603,2018-02-14T17:55:00Z,TX,1.20E+04,6.00E+03,R,60,60,BiMonthly,641.23,2/14/2018,2/23/2018,TRUE,1,9
1852,2018-02-06T00:34:00Z,TX,4050,2025,O,67,36,BiWeekly,641.36,2/6/2018,2/16/2018,TRUE,1,10
979,2018-03-10T16:06:28Z,TX,1.30E+04,6500,R,48,30,BiMonthly,400.0000031,3/10/2018,3/21/2018,FALSE,0,11
432,2018-03-28T21:53:53Z,CA,2712,1356,R,78,3,BiWeekly,300,3/29/2018,4/11/2018,FALSE,0,13
346,2018-04-01T16:10:20Z,TX,5416,2708,R,24,24,BiWeekly,642.05,4/1/2018,4/16/2018,TRUE,1,15
1008,2018-03-09T12:22:44Z,CA,5.00E+03,2500,R,12,27,BiWeekly,117.65,3/9/2018,3/26/2018,TRUE,1,17
1397,2018-02-23T10:19:41Z,CA,5808,5808,O,74,36,Monthly,300,2/23/2018,3/26/2018,FALSE,0,31
1619,2018-02-14T14:54:00Z,TX,1.30E+04,6500,R,60,60,BiWeekly,512.98,2/14/2018,2/23/2018,FALSE,0,9
563,2018-03-25T14:23:25Z,CA,3.00E+03,750,R,12,6,Weekly,117.65,3/25/2018,4/6/2018,FALSE,0,12
1080,2018-03-06T16:52:34Z,TX,3500,3500,R,24,24,Monthly,385.15,3/6/2018,3/20/2018,FALSE,0,14
1633,2018-02-14T12:02:00Z,CA,1.50E+04,7500,R,60,60,BiWeekly,235.3,2/14/2018,3/1/2018,TRUE,1,15
894,2018-03-14T10:52:15Z,TX,7200,3600,R,36,6,BiWeekly,641.23,3/15/2018,3/23/2018,FALSE,0,8
372,2018-03-30T18:47:25Z,CA,2.00E+03,500,R,15,15,Weekly,264.71,3/30/2018,4/12/2018,FALSE,0,13
551,2018-03-26T10:22:23Z,CA,6.00E+03,3.00E+03,R,60,24,BiWeekly,117.65,3/26/2018,4/12/2018,FALSE,0,17
614,2018-03-23T13:42:25Z,CA,2024,506,R,86,36,Weekly,300,3/23/2018,4/6/2018,TRUE,1,14
517,2018-03-26T18:07:36Z,CA,1500,1500,R,108,6,Monthly,117.65,3/26/2018,4/26/2018,FALSE,0,31
699,2018-03-20T19:02:27Z,CA,2600,2600,R,24,60,Monthly,117.65,3/20/2018,4/20/2018,FALSE,0,31
660,2018-03-22T13:00:44Z,CA,2500,1250,R,36,30,BiWeekly,117.65,3/22/2018,4/6/2018,TRUE,1,15
112,2018-04-07T02:54:20Z,CA,2500,2500,R,108,6,Monthly,117.65,4/11/2018,4/19/2018,TRUE,1,8
1442,2018-02-21T17:18:15Z,CA,3.00E+03,1500,R,12,6,BiWeekly,117.65,2/21/2018,3/2/2018,TRUE,1,9
1810,2018-02-08T14:27:00Z,TX,2.00E+03,2.00E+03,R,24,6,Monthly,641.91,2/14/2018,2/28/2018,TRUE,1,14
105,2018-04-07T10:40:38Z,CA,4.00E+03,2.00E+03,R,24,12,BiWeekly,235.3,4/7/2018,4/17/2018,FALSE,0,10
1679,2018-02-13T12:19:00Z,TX,6.00E+03,3.00E+03,R,120,30,BiWeekly,641.36,2/13/2018,2/23/2018,FALSE,0,10
135,2018-04-06T11:48:17Z,CA,3200,1600,R,50,22,BiWeekly,235.3,4/6/2018,4/27/2018,TRUE,1,21
325,2018-04-02T11:12:42Z,TX,5.00E+03,5.00E+03,R,12,9,Monthly,256.93,4/3/2018,4/20/2018,FALSE,0,17
1215,2018-03-01T13:02:57Z,CA,8750,4375,R,12,36,BiMonthly,235.3,3/1/2018,3/16/2018,FALSE,0,15
515,2018-03-26T19:08:44Z,CA,1207,1207,R,26,15,Monthly,117.65,3/26/2018,4/3/2018,FALSE,0,8
1268,2018-02-27T17:52:08Z,CA,1696,424,R,7,6,Weekly,300,2/27/2018,3/7/2018,FALSE,0,8
1750,2018-02-12T10:39:00Z,TX,11460,5730,R,60,73,BiMonthly,642.19,2/13/2018,2/28/2018,TRUE,1,15
919,2018-03-13T14:17:22Z,CA,1980,990,R,218,36,BiWeekly,300,3/13/2018,3/23/2018,FALSE,0,10
1871,2018-02-05T15:03:00Z,TX,5.00E+03,2500,R,36,18,BiWeekly,385.47,2/5/2018,2/23/2018,FALSE,0,18
753,2018-03-19T14:32:37Z,CA,4212,1053,R,67,36,Weekly,300,3/19/2018,3/30/2018,FALSE,0,11
70,2018-04-08T14:51:39Z,CA,5.00E+03,2500,R,108,12,BiWeekly,235.3,4/8/2018,4/20/2018,FALSE,0,12
1434,2018-02-21T20:36:06Z,CA,1.00E+03,1.00E+03,R,67,36,Monthly,300,2/22/2018,3/2/2018,FALSE,0,8
103,2018-04-07T11:53:25Z,CA,5.00E+03,5.00E+03,R,108,12,Monthly,235.3,4/7/2018,5/1/2018,FALSE,0,24
1879,2018-02-05T14:05:00Z,CA,1.30E+04,6500,R,48,30,BiWeekly,235.3,2/8/2018,2/16/2018,TRUE,1,8
918,2018-03-13T15:05:55Z,CA,1.00E+03,1.00E+03,R,12,6,Monthly,117.65,3/13/2018,3/30/2018,TRUE,1,17
1845,2018-02-06T11:36:00Z,CA,1500,1500,R,154,36,Monthly,300,2/6/2018,3/1/2018,FALSE,0,23
671,2018-03-22T00:34:15Z,CA,1116,279,R,27,15,Weekly,235.3,3/22/2018,3/30/2018,TRUE,1,8
1372,2018-02-24T10:50:41Z,CA,1200,600,R,16,36,BiWeekly,300,2/24/2018,3/14/2018,TRUE,1,18
163,2018-04-05T15:52:43Z,CA,2.00E+03,2.00E+03,R,12,6,Monthly,117.65,4/5/2018,5/1/2018,TRUE,1,26
1548,2018-02-15T18:35:21Z,TX,5.00E+03,5.00E+03,R,36,24,Monthly,641.91,2/15/2018,3/1/2018,TRUE,1,14
785,2018-03-18T16:35:51Z,CA,5.00E+03,5.00E+03,R,24,30,Monthly,117.65,3/18/2018,3/30/2018,FALSE,0,12
1097,2018-03-05T18:51:53Z,CA,2500,2500,R,84,6,Monthly,117.65,3/5/2018,3/14/2018,FALSE,0,9
1795,2018-02-08T19:41:00Z,CA,2558,1279,R,41,36,BiWeekly,300,2/8/2018,2/16/2018,FALSE,0,8
239,2018-04-03T19:53:40Z,CA,1536,768,R,100,36,BiMonthly,300,4/4/2018,4/24/2018,FALSE,0,20
1657,2018-02-13T15:33:00Z,CA,3.00E+03,1500,R,12,6,BiWeekly,117.65,2/13/2018,3/1/2018,TRUE,1,16
73,2018-04-08T14:02:43Z,CA,2500,1250,R,12,12,BiWeekly,235.3,4/12/2018,4/20/2018,FALSE,0,8
1919,2018-02-03T14:34:00Z,CA,1728,432,R,24,36,Weekly,235.3,2/3/2018,2/16/2018,FALSE,0,13
547,2018-03-26T11:00:14Z,CA,3.00E+03,3.00E+03,R,48,12,Monthly,117.65,3/26/2018,4/26/2018,TRUE,1,31
476,2018-03-27T18:44:58Z,TX,2183,2183,R,36,6,Monthly,644.24,3/28/2018,4/27/2018,FALSE,0,30
1059,2018-03-07T14:06:18Z,CA,7.00E+03,3500,R,24,6,BiWeekly,117.65,3/7/2018,3/15/2018,FALSE,0,8
1299,2018-02-27T10:59:29Z,TX,3500,3500,R,108,6,Monthly,386.54,2/27/2018,3/30/2018,TRUE,1,31
612,2018-03-23T15:00:25Z,CA,2.00E+03,1.00E+03,R,24,24,BiWeekly,117.65,3/28/2018,4/6/2018,FALSE,0,9
72,2018-04-08T14:13:45Z,CA,2808,1404,R,6,36,BiWeekly,294.13,4/9/2018,4/17/2018,FALSE,0,8
48,2018-04-09T11:25:28Z,TX,3.00E+03,1500,R,12,6,BiWeekly,128.49,4/9/2018,4/27/2018,FALSE,0,18
668,2018-03-22T08:53:01Z,TX,1602,801,R,1,30,BiWeekly,545.51,3/22/2018,4/4/2018,FALSE,0,13
388,2018-03-30T11:30:07Z,CA,3300,825,R,63,36,Weekly,300,3/30/2018,4/13/2018,FALSE,0,14
625,2018-03-23T11:15:52Z,TX,3500,1750,R,12,6,BiWeekly,384.57,3/23/2018,3/30/2018,FALSE,0,7
1308,2018-02-26T21:25:35Z,CA,784,392,R,81,12,BiWeekly,235.3,2/27/2018,3/9/2018,FALSE,0,10
765,2018-03-19T12:13:32Z,CA,2.00E+03,2.00E+03,O,108,6,Monthly,117.65,3/19/2018,3/30/2018,TRUE,1,11
358,2018-03-31T15:06:09Z,CA,1996,499,R,133,36,Weekly,300,3/31/2018,4/12/2018,TRUE,1,12
1769,2018-02-11T10:45:00Z,CA,2.00E+03,1.00E+03,R,104,15,BiWeekly,205.89,2/12/2018,3/1/2018,FALSE,0,17
322,2018-04-02T11:30:40Z,TX,2500,1250,R,96,30,BiWeekly,642.46,4/2/2018,4/20/2018,FALSE,0,18
1267,2018-02-27T18:39:03Z,CA,924,462,R,84,36,BiMonthly,294.12,2/27/2018,3/15/2018,FALSE,0,16
543,2018-03-26T11:39:16Z,TX,3.00E+03,3.00E+03,R,120,30,Monthly,257.69,3/26/2018,4/26/2018,FALSE,0,31
714,2018-03-20T13:43:07Z,CA,3.00E+03,1500,R,24,18,BiWeekly,117.65,3/21/2018,4/6/2018,FALSE,0,16
545,2018-03-26T11:25:52Z,CA,4500,2250,R,24,24,BiWeekly,235.3,3/26/2018,4/16/2018,FALSE,0,21
912,2018-03-13T17:20:28Z,TX,1.20E+04,6.00E+03,R,60,36,BiWeekly,641.36,3/13/2018,3/23/2018,TRUE,1,10
1842,2018-02-06T12:13:00Z,TX,2500,2500,O,108,6,Monthly,385.89,2/6/2018,3/1/2018,FALSE,0,23
758,2018-03-19T13:57:56Z,CA,1956,489,R,53,30,Weekly,300,3/19/2018,3/30/2018,FALSE,0,11
1905,2018-02-05T02:29:00Z,CA,1200,1200,R,83,36,Monthly,300,2/5/2018,3/5/2018,FALSE,0,28
1320,2018-02-26T16:25:55Z,CA,3.00E+03,3.00E+03,R,0,6,Monthly,117.65,2/26/2018,3/29/2018,FALSE,0,31
1690,2018-02-13T09:21:00Z,TX,4500,4500,R,24,24,Monthly,513.64,2/13/2018,2/28/2018,TRUE,1,15
279,2018-04-03T08:22:40Z,TX,3.00E+03,1500,R,12,6,BiWeekly,385.31,4/3/2018,4/19/2018,FALSE,0,16
817,2018-03-16T15:40:25Z,CA,8.00E+03,4.00E+03,R,36,60,BiWeekly,235.3,3/16/2018,3/30/2018,TRUE,1,14
538,2018-03-26T12:55:50Z,CA,5.00E+03,5.00E+03,R,120,18,Monthly,235.3,3/26/2018,4/26/2018,FALSE,0,31
1498,2018-02-20T10:36:24Z,CA,4.00E+03,2.00E+03,R,460,36,BiWeekly,300,2/20/2018,3/1/2018,FALSE,0,9
1147,2018-03-04T14:05:12Z,TX,1.00E+04,5.00E+03,R,12,6,BiWeekly,256.65,3/4/2018,3/16/2018,FALSE,0,12
510,2018-03-27T08:25:11Z,TX,5.00E+03,5.00E+03,R,120,6,Monthly,386.54,3/27/2018,4/27/2018,FALSE,0,31
770,2018-03-19T11:27:08Z,CA,6.00E+03,3.00E+03,R,36,9,BiWeekly,235.3,3/19/2018,4/6/2018,TRUE,1,18
1924,2018-02-02T21:39:00Z,CA,2600,1300,R,38,30,BiWeekly,300,2/3/2018,2/12/2018,FALSE,0,9
1733,2018-02-12T14:07:00Z,CA,7.00E+03,3500,R,60,6,BiWeekly,117.65,2/12/2018,2/22/2018,FALSE,0,10
990,2018-03-10T03:58:57Z,CA,2.00E+03,2.00E+03,R,84,6,Monthly,117.65,3/14/2018,4/3/2018,TRUE,1,20
1838,2018-02-06T12:48:00Z,TX,3500,3500,O,96,6,Monthly,385.23,2/6/2018,2/21/2018,FALSE,0,15
204,2018-04-04T17:59:42Z,CA,3.00E+03,3.00E+03,R,36,12,Monthly,117.65,4/5/2018,5/5/2018,FALSE,0,30
256,2018-04-03T14:14:38Z,CA,2500,2500,R,48,48,Monthly,235.3,4/3/2018,4/11/2018,TRUE,1,8
1174,2018-03-02T17:42:07Z,TX,9.00E+03,4500,R,20,36,BiMonthly,640.94,3/2/2018,3/9/2018,FALSE,0,7
1859,2018-02-05T19:06:00Z,CA,1200,1200,R,20,30,Monthly,117.65,2/5/2018,3/2/2018,FALSE,0,25
194,2018-04-05T09:40:08Z,TX,3.00E+03,1500,R,48,30,BiMonthly,256.76,4/5/2018,4/19/2018,FALSE,0,14
994,2018-03-09T18:17:04Z,CA,1.20E+04,3.00E+03,R,108,6,Weekly,117.65,3/9/2018,3/23/2018,TRUE,1,14
1297,2018-02-27T11:21:26Z,CA,1684,421,R,190,15,Weekly,176.47,2/27/2018,3/9/2018,TRUE,1,10
20,2018-04-09T16:25:42Z,CA,2500,1250,R,12,12,BiWeekly,235.3,4/9/2018,4/20/2018,FALSE,0,11
1636,2018-02-14T10:33:00Z,CA,7.00E+03,3500,R,24,30,BiWeekly,294.12,2/14/2018,3/2/2018,FALSE,0,16
505,2018-03-27T10:18:54Z,CA,2500,1250,R,36,36,BiWeekly,117.65,3/27/2018,4/10/2018,FALSE,0,14
1335,2018-02-26T13:37:48Z,TX,2700,2700,R,24,50,Monthly,643.01,2/26/2018,3/20/2018,TRUE,1,22
1662,2018-02-13T14:32:00Z,CA,1216,608,R,39,3,BiMonthly,235.3,2/13/2018,2/28/2018,FALSE,0,15
1661,2018-02-13T14:43:00Z,CA,1400,350,R,2,36,Weekly,117.65,2/13/2018,2/23/2018,FALSE,0,10
1788,2018-02-09T11:24:00Z,CA,4800,1200,R,90,36,Weekly,300,2/9/2018,2/21/2018,FALSE,0,12
528,2018-03-26T14:31:22Z,TX,2250,1125,R,12,6,BiWeekly,513.97,3/26/2018,4/13/2018,TRUE,1,18
1901,2018-02-05T09:44:00Z,TX,6.00E+03,6.00E+03,O,170,36,Monthly,643.15,2/5/2018,2/28/2018,TRUE,1,23
830,2018-03-16T10:47:10Z,CA,4580,1145,O,76,36,Weekly,300,3/16/2018,3/28/2018,TRUE,1,12
350,2018-04-01T12:58:26Z,CA,3336,834,R,36,30,Weekly,300,4/1/2018,4/13/2018,FALSE,0,12
984,2018-03-10T15:23:43Z,CA,2.00E+03,2.00E+03,R,24,36,Monthly,117.65,3/10/2018,4/10/2018,FALSE,0,31
437,2018-03-28T16:50:36Z,CA,3.00E+03,1500,R,76,36,BiMonthly,235.3,3/28/2018,4/10/2018,FALSE,0,13
1540,2018-02-16T15:05:51Z,CA,9200,4600,R,27,36,BiWeekly,300,2/16/2018,2/28/2018,FALSE,0,12
480,2018-03-27T17:33:10Z,TX,4500,2250,O,48,6,BiWeekly,385.39,3/27/2018,4/13/2018,FALSE,0,17
637,2018-03-22T18:10:28Z,CA,2.00E+03,2.00E+03,R,12,12,Monthly,235.3,3/23/2018,4/3/2018,FALSE,0,11
160,2018-04-05T16:47:14Z,CA,3.00E+03,3.00E+03,R,60,60,Monthly,235.3,4/5/2018,4/30/2018,FALSE,0,25
248,2018-04-03T17:22:33Z,CA,2.00E+03,2.00E+03,R,60,6,Monthly,235.3,4/3/2018,5/2/2018,FALSE,0,29
862,2018-03-15T04:17:31Z,CA,4150,2075,O,234,36,BiMonthly,300,3/15/2018,3/30/2018,FALSE,0,15
1677,2018-02-13T12:33:00Z,CA,6.00E+03,6.00E+03,R,72,72,Monthly,117.65,2/13/2018,3/2/2018,FALSE,0,17
1356,2018-02-25T17:13:38Z,CA,874,874,R,24,36,Monthly,264.71,2/25/2018,3/5/2018,FALSE,0,8
1787,2018-02-09T12:46:00Z,CA,5988,5988,O,575,15,Monthly,300,2/9/2018,3/2/2018,FALSE,0,21
1040,2018-03-08T13:00:23Z,CA,7.00E+03,3500,R,96,30,BiWeekly,235.3,3/12/2018,3/30/2018,TRUE,1,18
859,2018-03-15T10:14:21Z,TX,5.00E+03,5.00E+03,R,60,72,Monthly,385.47,3/15/2018,4/2/2018,FALSE,0,18
601,2018-03-23T17:24:58Z,CA,2.00E+03,2.00E+03,R,12,6,Monthly,117.65,3/23/2018,4/20/2018,FALSE,0,28
1475,2018-02-20T15:51:03Z,CA,6212,3106,R,74,36,BiWeekly,300,2/20/2018,3/1/2018,FALSE,0,9
1214,2018-03-01T13:20:54Z,TX,5500,5500,O,172,36,Monthly,642.6,3/1/2018,3/20/2018,TRUE,1,19
711,2018-03-20T13:59:32Z,TX,2500,1250,R,60,60,BiWeekly,641.36,3/20/2018,3/30/2018,FALSE,0,10
1567,2018-02-15T15:07:20Z,CA,1772,443,R,62,36,Weekly,300,2/15/2018,2/23/2018,FALSE,0,8
1740,2018-02-12T12:26:00Z,CA,2.00E+03,2.00E+03,R,36,36,Monthly,235.3,2/12/2018,2/28/2018,FALSE,0,16
776,2018-03-19T10:38:33Z,TX,5.00E+03,5.00E+03,R,60,24,Monthly,641.5,3/19/2018,3/30/2018,TRUE,1,11
1900,2018-02-05T10:34:00Z,CA,7100,3550,R,45,36,BiWeekly,300,2/5/2018,2/16/2018,FALSE,0,11
1264,2018-02-27T22:31:59Z,CA,1570,1570,R,52,36,Monthly,300,2/28/2018,3/30/2018,FALSE,0,30
390,2018-03-30T11:13:21Z,CA,2.00E+03,2.00E+03,R,24,12,Monthly,117.65,3/30/2018,4/18/2018,TRUE,1,19
146,2018-04-06T01:53:56Z,TX,3.00E+03,1500,R,54,30,BiMonthly,449.34,4/6/2018,4/20/2018,FALSE,0,14
1667,2018-02-13T13:58:00Z,TX,1.30E+04,6500,R,60,30,BiMonthly,642.05,2/13/2018,2/28/2018,FALSE,0,15
980,2018-03-10T16:03:01Z,CA,1500,1500,R,108,6,Monthly,117.65,3/10/2018,4/3/2018,TRUE,1,24
418,2018-03-29T11:42:40Z,CA,4500,4500,R,48,6,Monthly,117.65,3/29/2018,4/10/2018,FALSE,0,12
338,2018-04-02T10:16:14Z,TX,5500,2750,R,36,42,BiWeekly,642.46,4/2/2018,4/20/2018,FALSE,0,18
1223,2018-03-01T11:30:22Z,TX,1500,1500,O,108,6,Monthly,643.97,3/1/2018,3/30/2018,FALSE,0,29
1675,2018-02-13T13:37:00Z,CA,6.00E+03,3.00E+03,R,24,12,BiMonthly,235.3,2/13/2018,2/28/2018,FALSE,0,15
1570,2018-02-15T14:43:19Z,CA,2692,1346,R,116,30,BiWeekly,300,2/15/2018,3/2/2018,FALSE,0,15
250,2018-04-03T16:42:05Z,CA,3.00E+03,3.00E+03,R,108,6,Monthly,117.65,4/3/2018,4/18/2018,FALSE,0,15
605,2018-03-23T16:13:06Z,CA,2500,1250,R,48,6,BiWeekly,117.65,3/29/2018,4/13/2018,FALSE,0,15
927,2018-03-13T11:21:50Z,CA,923,923,O,263,9,Monthly,294.13,3/13/2018,3/30/2018,FALSE,0,17
1105,2018-03-05T16:41:18Z,CA,9.00E+03,4500,R,84,6,BiWeekly,117.65,3/7/2018,3/21/2018,FALSE,0,14
1120,2018-03-05T13:15:57Z,CA,2136,1068,R,14,36,BiWeekly,300,3/5/2018,3/23/2018,FALSE,0,18
1597,2018-02-14T19:30:00Z,CA,7250,3625,R,60,24,BiWeekly,117.65,2/20/2018,3/1/2018,FALSE,0,9
1253,2018-02-28T11:38:16Z,CA,4.00E+03,2.00E+03,R,36,36,BiWeekly,117.65,2/28/2018,3/9/2018,FALSE,0,9
874,2018-03-14T17:45:53Z,CA,3.00E+03,1500,R,108,6,BiWeekly,117.65,3/14/2018,3/30/2018,TRUE,1,16
850,2018-03-15T13:08:37Z,TX,1.30E+04,6500,R,48,18,BiMonthly,641.09,3/15/2018,3/23/2018,FALSE,0,8
187,2018-04-05T10:58:50Z,CA,2500,2500,R,12,12,Monthly,235.3,4/5/2018,4/30/2018,FALSE,0,25
111,2018-04-07T03:07:34Z,CA,1234,1234,O,41,15,Monthly,300,4/7/2018,5/3/2018,TRUE,1,26
1524,2018-02-18T16:53:51Z,CA,2168,542,R,140,36,Weekly,300,2/19/2018,3/2/2018,FALSE,0,11
170,2018-04-05T14:03:50Z,CA,3.00E+03,1500,R,24,12,BiWeekly,300,4/5/2018,4/13/2018,FALSE,0,8
419,2018-03-29T11:40:57Z,CA,2.00E+03,2.00E+03,R,36,36,Monthly,235.3,3/29/2018,4/19/2018,TRUE,1,21
141,2018-04-06T10:53:51Z,CA,4500,2250,R,108,12,BiMonthly,235.3,4/6/2018,4/27/2018,FALSE,0,21
1630,2018-02-14T13:08:00Z,TX,1500,1500,R,96,6,Monthly,642.19,2/14/2018,3/2/2018,FALSE,0,16
1154,2018-03-03T18:19:30Z,CA,2998,1499,R,347,36,BiMonthly,176.47,3/3/2018,3/21/2018,FALSE,0,18
366,2018-03-31T11:40:16Z,CA,996,498,R,12,36,BiWeekly,294.12,3/31/2018,4/20/2018,TRUE,1,20
298,2018-04-02T15:41:08Z,TX,1500,1500,R,12,6,Monthly,643.97,4/2/2018,5/1/2018,TRUE,1,29
496,2018-03-27T12:26:08Z,CA,6.00E+03,6.00E+03,R,48,6,Monthly,235.3,3/27/2018,4/27/2018,TRUE,1,31
1907,2018-02-04T22:56:00Z,CA,4800,1200,R,71,30,Weekly,300,2/5/2018,2/16/2018,FALSE,0,11
36,2018-04-09T13:07:35Z,CA,3200,3200,R,60,60,Monthly,235.3,4/9/2018,5/7/2018,FALSE,0,28
25,2018-04-09T15:28:19Z,CA,3.00E+03,1500,R,36,24,BiWeekly,117.65,4/9/2018,4/24/2018,FALSE,0,15
1820,2018-02-08T11:43:00Z,CA,3625,3625,R,60,60,Monthly,235.3,2/8/2018,3/2/2018,FALSE,0,22
1270,2018-02-27T16:48:56Z,CA,2188,1094,R,39,3,BiWeekly,300,2/27/2018,3/16/2018,FALSE,0,17
1617,2018-02-14T15:30:00Z,CA,5.00E+03,2500,R,24,6,BiWeekly,117.65,2/14/2018,3/2/2018,TRUE,1,16
1449,2018-02-21T16:05:52Z,CA,1500,1500,O,108,6,Monthly,117.65,2/21/2018,3/2/2018,FALSE,0,9
266,2018-04-03T12:02:07Z,CA,5500,5500,R,27,55,Monthly,294.12,4/3/2018,4/30/2018,FALSE,0,27
1949,2018-02-01T17:11:00Z,CA,1550,775,R,138,36,BiWeekly,294.12,2/1/2018,2/22/2018,FALSE,0,21
27,2018-04-09T14:55:45Z,CA,5.00E+03,2500,R,36,6,BiWeekly,235.3,4/11/2018,4/27/2018,TRUE,1,16
655,2018-03-22T13:56:32Z,CA,554,277,R,264,9,BiWeekly,176.48,3/22/2018,4/11/2018,TRUE,1,20
1408,2018-02-22T16:21:08Z,TX,3.00E+03,3.00E+03,R,24,30,Monthly,642.73,2/22/2018,3/14/2018,FALSE,0,20
1742,2018-02-12T12:21:00Z,CA,1088,544,R,24,15,BiMonthly,300,2/12/2018,2/28/2018,TRUE,1,16
1386,2018-02-23T14:31:47Z,CA,3400,3400,O,533,36,Monthly,264.71,2/23/2018,3/5/2018,FALSE,0,10
584,2018-03-24T13:58:46Z,CA,3.00E+03,1500,R,20,21,BiMonthly,235.3,3/24/2018,4/5/2018,FALSE,0,12
1843,2018-02-06T12:05:00Z,CA,5502,2751,R,36,24,BiMonthly,117.65,2/6/2018,2/23/2018,FALSE,0,17
801,2018-03-17T15:15:15Z,CA,7.00E+03,3500,R,36,6,BiWeekly,235.3,3/17/2018,4/2/2018,FALSE,0,16
